Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5
370,2024.04.04 18:00:00,1.08358,1.08191,1.07996,Positive,0.001679,0.001784,0.000353,0.000425,370,2024.05.01 07:30:00,1.06602,1.06593,1.07036,Positive,-0.000094,0.000255,0.000147,0.000198,370,2024.05.06 16:10:00,1.07789,1.07755,1.07250,Positive,0.000389,0.000460,0.000230,0.000313
371,2024.04.04 17:00:00,1.08334,1.08169,1.07994,Positive,0.001699,0.001712,0.000309,0.000367,371,2024.05.01 07:15:00,1.06604,1.06594,1.07037,Positive,-0.000079,0.000269,0.000150,0.000201,371,2024.05.06 16:05:00,1.07786,1.07752,1.07249,Positive,0.000430,0.000456,0.000225,0.000307
372,2024.04.04 16:00:00,1.08308,1.08146,1.07993,Positive,0.001677,0.001628,0.000261,0.000305,372,2024.05.01 07:00:00,1.06606,1.06595,1.07038,Positive,-0.000068,0.000281,0.000152,0.000204,372,2024.05.06 16:00:00,1.07781,1.07747,1.07247,Positive,0.000453,0.000445,0.000218,0.000298
373,2024.04.04 15:00:00,1.08283,1.08127,1.07992,Positive,0.001626,0.001534,0.000212,0.000239,373,2024.05.01 06:45:00,1.06608,1.06595,1.07039,Positive,-0.000047,0.000295,0.000155,0.000207,373,2024.05.06 15:55:00,1.07775,1.07743,1.07246,Positive,0.000451,0.000425,0.000209,0.000286
374,2024.04.04 14:00:00,1.08264,1.08109,1.07991,Positive,0.001711,0.001479,0.000174,0.000190,374,2024.05.01 06:30:00,1.06610,1.06596,1.07039,Positive,-0.000034,0.000305,0.000156,0.000209,374,2024.05.06 15:50:00,1.07768,1.07737,1.07245,Positive,0.000447,0.000405,0.000200,0.000274
375,2024.04.04 13:00:00,1.08241,1.08089,1.07990,Positive,0.001723,0.001398,0.000129,0.000131,375,2024.05.01 06:15:00,1.06612,1.06596,1.07040,Positive,-0.000006,0.000319,0.000159,0.000212,375,2024.05.06 15:45:00,1.07761,1.07731,1.07244,Positive,0.000443,0.000385,0.000191,0.000262
376,2024.04.04 12:00:00,1.08216,1.08068,1.07989,Positive,0.001722,0.001313,0.000083,0.000070,376,2024.05.01 06:00:00,1.06613,1.06597,1.07041,Positive,0.000013,0.000330,0.000160,0.000213,376,2024.05.06 15:40:00,1.07752,1.07725,1.07243,Positive,0.000404,0.000355,0.000179,0.000246
377,2024.04.04 11:00:00,1.08189,1.08047,1.07988,Positive,0.001665,0.001210,0.000032,0.000003,377,2024.05.01 05:45:00,1.06616,1.06597,1.07042,Positive,0.000057,0.000346,0.000162,0.000216,377,2024.05.06 15:35:00,1.07744,1.07719,1.07242,Positive,0.000365,0.000327,0.000168,0.000232
378,2024.04.04 10:00:00,1.08164,1.08028,1.07987,Positive,0.001615,0.001111,-0.000017,-0.000061,378,2024.05.01 05:30:00,1.06616,1.06596,1.07043,Positive,0.000080,0.000354,0.000162,0.000216,378,2024.05.06 15:30:00,1.07736,1.07714,1.07241,Positive,0.000320,0.000300,0.000157,0.000218
379,2024.04.04 09:00:00,1.08147,1.08012,1.07986,Positive,0.001705,0.001051,-0.000054,-0.000108,379,2024.05.01 05:15:00,1.06617,1.06596,1.07044,Positive,0.000109,0.000362,0.000162,0.000215,379,2024.05.06 15:25:00,1.07729,1.07709,1.07240,Positive,0.000276,0.000274,0.000148,0.000205
380,2024.04.04 08:00:00,1.08127,1.07994,1.07985,Positive,0.001775,0.000979,-0.000093,-0.000160,380,2024.05.01 05:00:00,1.06617,1.06595,1.07044,Positive,0.000127,0.000366,0.000161,0.000213,380,2024.05.06 15:20:00,1.07722,1.07704,1.07238,Positive,0.000232,0.000251,0.000139,0.000194
381,2024.04.04 07:00:00,1.08105,1.07976,1.07984,Positive,0.001829,0.000899,-0.000135,-0.000215,381,2024.05.01 04:45:00,1.06616,1.06594,1.07045,Positive,0.000146,0.000370,0.000159,0.000210,381,2024.05.06 15:15:00,1.07717,1.07700,1.07237,Positive,0.000200,0.000234,0.000132,0.000185
382,2024.04.04 06:00:00,1.08082,1.07957,1.07983,Positive,0.001873,0.000811,-0.000179,-0.000272,382,2024.05.01 04:30:00,1.06617,1.06593,1.07046,Positive,0.000177,0.000375,0.000158,0.000209,382,2024.05.06 15:10:00,1.07712,1.07697,1.07236,Positive,0.000170,0.000218,0.000126,0.000176
383,2024.04.04 05:00:00,1.08058,1.07938,1.07983,Positive,0.001899,0.000715,-0.000224,-0.000331,383,2024.05.01 04:15:00,1.06617,1.06593,1.07047,Positive,0.000219,0.000382,0.000157,0.000207,383,2024.05.06 15:05:00,1.07707,1.07694,1.07235,Positive,0.000131,0.000201,0.000119,0.000168
384,2024.04.04 04:00:00,1.08033,1.07918,1.07982,Positive,0.001927,0.000617,-0.000270,-0.000391,384,2024.05.01 04:00:00,1.06618,1.06592,1.07047,Positive,0.000275,0.000390,0.000156,0.000206,384,2024.05.06 15:00:00,1.07704,1.07691,1.07235,Positive,0.000113,0.000192,0.000115,0.000163
385,2024.04.04 03:00:00,1.08006,1.07898,1.07981,Positive,0.001908,0.000503,-0.000320,-0.000455,385,2024.05.01 03:45:00,1.06615,1.06589,1.07048,Positive,0.000303,0.000388,0.000152,0.000201,385,2024.05.06 14:55:00,1.07701,1.07690,1.07234,Positive,0.000089,0.000183,0.000111,0.000158
386,2024.04.04 02:00:00,1.07979,1.07878,1.07980,Positive,0.001909,0.000395,-0.000367,-0.000516,386,2024.05.01 03:30:00,1.06612,1.06586,1.07049,Positive,0.000319,0.000381,0.000146,0.000193,386,2024.05.06 14:50:00,1.07700,1.07688,1.07233,Positive,0.000091,0.000181,0.000110,0.000156
387,2024.04.04 01:00:00,1.07951,1.07858,1.07980,Positive,0.001889,0.000279,-0.000415,-0.000579,387,2024.05.01 03:15:00,1.06608,1.06583,1.07050,Positive,0.000326,0.000371,0.000140,0.000185,387,2024.05.06 14:45:00,1.07699,1.07687,1.07232,Positive,0.000089,0.000178,0.000108,0.000154
388,2024.04.04 00:00:00,1.07925,1.07839,1.07979,Positive,0.001887,0.000168,-0.000462,-0.000639,388,2024.05.01 03:00:00,1.06604,1.06579,1.07050,Positive,0.000334,0.000361,0.000133,0.000176,388,2024.05.06 14:40:00,1.07698,1.07686,1.07231,Positive,0.000092,0.000177,0.000107,0.000152
389,2024.04.03 23:00:00,1.07894,1.07818,1.07978,Positive,0.001825,0.000040,-0.000512,-0.000704,389,2024.05.01 02:45:00,1.06600,1.06576,1.07051,Positive,0.000340,0.000349,0.000126,0.000167,389,2024.05.06 14:35:00,1.07696,1.07685,1.07230,Positive,0.000086,0.000172,0.000105,0.000149
390,2024.04.03 22:00:00,1.07864,1.07797,1.07978,Positive,0.001741,-0.000092,-0.000563,-0.000769,390,2024.05.01 02:30:00,1.06595,1.06572,1.07052,Positive,0.000337,0.000334,0.000119,0.000157,390,2024.05.06 14:30:00,1.07695,1.07684,1.07229,Positive,0.000089,0.000171,0.000104,0.000148
391,2024.04.03 21:00:00,1.07829,1.07775,1.07977,Positive,0.001595,-0.000238,-0.000617,-0.000839,391,2024.05.01 02:15:00,1.06589,1.06568,1.07052,Positive,0.000316,0.000315,0.000110,0.000145,391,2024.05.06 14:25:00,1.07693,1.07682,1.07228,Positive,0.000086,0.000168,0.000102,0.000145
392,2024.04.03 20:00:00,1.07795,1.07753,1.07976,Positive,0.001411,-0.000388,-0.000670,-0.000908,392,2024.05.01 02:00:00,1.06584,1.06564,1.07053,Positive,0.000301,0.000299,0.000101,0.000134,392,2024.05.06 14:20:00,1.07691,1.07680,1.07227,Positive,0.000069,0.000161,0.000099,0.000142
393,2024.04.03 19:00:00,1.07759,1.07731,1.07976,Positive,0.001173,-0.000544,-0.000724,-0.000977,393,2024.05.01 01:45:00,1.06577,1.06559,1.07054,Positive,0.000272,0.000279,0.000092,0.000122,393,2024.05.06 14:15:00,1.07689,1.07679,1.07227,Positive,0.000059,0.000157,0.000097,0.000139
394,2024.04.03 18:00:00,1.07724,1.07709,1.07975,Positive,0.000893,-0.000700,-0.000777,-0.001045,394,2024.05.01 01:30:00,1.06570,1.06554,1.07054,Positive,0.000228,0.000256,0.000083,0.000110,394,2024.05.06 14:10:00,1.07688,1.07678,1.07226,Positive,0.000044,0.000152,0.000094,0.000136
395,2024.04.03 17:00:00,1.07693,1.07694,1.07975,Positive,0.000559,-0.000858,-0.000829,-0.001111,395,2024.05.01 01:15:00,1.06563,1.06549,1.07055,Positive,0.000175,0.000234,0.000073,0.000097,395,2024.05.06 14:05:00,1.07688,1.07677,1.07225,Positive,0.000060,0.000156,0.000095,0.000137
396,2024.04.03 16:00:00,1.07681,1.07688,1.07976,Positive,0.000479,-0.000931,-0.000853,-0.001141,396,2024.05.01 01:00:00,1.06555,1.06543,1.07056,Positive,0.000092,0.000206,0.000062,0.000083,396,2024.05.06 14:00:00,1.07687,1.07676,1.07224,Positive,0.000070,0.000158,0.000095,0.000136
397,2024.04.03 15:00:00,1.07673,1.07683,1.07976,Positive,0.000474,-0.000980,-0.000869,-0.001161,397,2024.04.20 00:45:00,1.06545,1.06538,1.07056,Positive,-0.000047,0.000166,0.000048,0.000064,397,2024.05.06 13:55:00,1.07686,1.07675,1.07223,Positive,0.000069,0.000156,0.000093,0.000134
398,2024.04.03 14:00:00,1.07663,1.07678,1.07976,Negative,0.000401,-0.001048,-0.000890,-0.001187,398,2024.04.20 00:30:00,1.06544,1.06537,1.07057,Positive,-0.000078,0.000164,0.000045,0.000061,398,2024.05.06 13:50:00,1.07684,1.07674,1.07222,Positive,0.000055,0.000150,0.000091,0.000131
399,2024.04.03 13:00:00,1.07658,1.07677,1.07977,Negative,0.000385,-0.001097,-0.000904,-0.001205,399,2024.04.20 00:15:00,1.06543,1.06536,1.07058,Positive,-0.000108,0.000162,0.000043,0.000058,399,2024.05.06 13:45:00,1.07683,1.07673,1.07221,Positive,0.000048,0.000148,0.000089,0.000129
400,2024.04.03 12:00:00,1.07656,1.07676,1.07977,Negative,0.000440,-0.001127,-0.000913,-0.001215,400,2024.04.20 00:00:00,1.06543,1.06536,1.07059,Positive,-0.000123,0.000167,0.000043,0.000057,400,2024.05.06 13:40:00,1.07682,1.07672,1.07220,Positive,0.000039,0.000145,0.000087,0.000127
401,2024.04.03 11:00:00,1.07651,1.07673,1.07978,Negative,0.000467,-0.001168,-0.000924,-0.001228,401,2024.04.19 23:45:00,1.06543,1.06536,1.07060,Positive,-0.000142,0.000171,0.000042,0.000056,401,2024.05.06 13:35:00,1.07681,1.07672,1.07220,Positive,0.000029,0.000142,0.000086,0.000125
402,2024.04.03 10:00:00,1.07648,1.07673,1.07978,Negative,0.000502,-0.001209,-0.000935,-0.001241,402,2024.04.19 23:30:00,1.06544,1.06536,1.07061,Negative,-0.000173,0.000173,0.000041,0.000055,402,2024.05.06 13:30:00,1.07682,1.07671,1.07219,Positive,0.000043,0.000146,0.000086,0.000126
403,2024.04.03 09:00:00,1.07644,1.07671,1.07979,Negative,0.000553,-0.001247,-0.000944,-0.001252,403,2024.04.19 23:15:00,1.06546,1.06537,1.07062,Negative,-0.000177,0.000183,0.000042,0.000056,403,2024.05.06 13:25:00,1.07682,1.07671,1.07218,Positive,0.000062,0.000150,0.000087,0.000127
404,2024.04.03 08:00:00,1.07636,1.07668,1.07979,Negative,0.000548,-0.001304,-0.000959,-0.001270,404,2024.04.19 23:00:00,1.06548,1.06538,1.07063,Positive,-0.000185,0.000193,0.000043,0.000057,404,2024.05.06 13:20:00,1.07682,1.07671,1.07217,Positive,0.000076,0.000153,0.000087,0.000127
405,2024.04.03 07:00:00,1.07628,1.07664,1.07979,Negative,0.000540,-0.001361,-0.000973,-0.001287,405,2024.04.19 22:45:00,1.06549,1.06539,1.07064,Positive,-0.000199,0.000202,0.000043,0.000058,405,2024.05.06 13:15:00,1.07681,1.07670,1.07216,Positive,0.000068,0.000148,0.000085,0.000124
406,2024.04.03 06:00:00,1.07617,1.07659,1.07980,Negative,0.000495,-0.001429,-0.000990,-0.001308,406,2024.04.19 22:30:00,1.06553,1.06540,1.07065,Positive,-0.000193,0.000216,0.000045,0.000061,406,2024.05.06 13:10:00,1.07681,1.07669,1.07215,Positive,0.000077,0.000149,0.000084,0.000123
407,2024.04.03 05:00:00,1.07609,1.07656,1.07980,Negative,0.000460,-0.001492,-0.001005,-0.001326,407,2024.04.19 22:15:00,1.06558,1.06543,1.07066,Positive,-0.000153,0.000240,0.000050,0.000067,407,2024.05.06 13:05:00,1.07680,1.07668,1.07215,Positive,0.000098,0.000152,0.000084,0.000123
408,2024.04.03 04:00:00,1.07601,1.07654,1.07981,Negative,0.000431,-0.001552,-0.001018,-0.001341,408,2024.04.19 22:00:00,1.06561,1.06543,1.07067,Positive,-0.000116,0.000260,0.000054,0.000071,408,2024.05.06 13:00:00,1.07678,1.07667,1.07214,Positive,0.000080,0.000144,0.000081,0.000119
409,2024.04.03 03:00:00,1.07595,1.07653,1.07981,Negative,0.000422,-0.001606,-0.001029,-0.001353,409,2024.04.19 21:45:00,1.06564,1.06544,1.07068,Positive,-0.000107,0.000271,0.000054,0.000071,409,2024.05.06 12:55:00,1.07677,1.07666,1.07213,Positive,0.000077,0.000140,0.000079,0.000116
410,2024.04.03 02:00:00,1.07589,1.07652,1.07982,Negative,0.000414,-0.001659,-0.001038,-0.001364,410,2024.04.19 21:30:00,1.06564,1.06544,1.07069,Positive,-0.000118,0.000276,0.000052,0.000069,410,2024.05.06 12:50:00,1.07675,1.07664,1.07212,Positive,0.000080,0.000138,0.000077,0.000114
411,2024.04.03 01:00:00,1.07582,1.07650,1.07982,Negative,0.000399,-0.001714,-0.001048,-0.001375,411,2024.04.19 21:15:00,1.06567,1.06544,1.07070,Positive,-0.000102,0.000289,0.000053,0.000070,411,2024.05.06 12:45:00,1.07673,1.07663,1.07211,Positive,0.000060,0.000130,0.000074,0.000110
412,2024.04.03 00:00:00,1.07573,1.07648,1.07983,Negative,0.000331,-0.001782,-0.001061,-0.001390,412,2024.04.19 21:00:00,1.06569,1.06544,1.07071,Positive,-0.000067,0.000306,0.000054,0.000072,412,2024.05.06 12:40:00,1.07672,1.07662,1.07210,Positive,0.000052,0.000126,0.000072,0.000108
413,2024.04.02 23:00:00,1.07566,1.07647,1.07983,Negative,0.000273,-0.001844,-0.001071,-0.001402,413,2024.04.19 20:45:00,1.06570,1.06544,1.07072,Positive,-0.000079,0.000308,0.000051,0.000068,413,2024.05.06 12:35:00,1.07672,1.07661,1.07209,Positive,0.000065,0.000128,0.000072,0.000108
414,2024.04.02 22:00:00,1.07559,1.07647,1.07984,Negative,0.000202,-0.001907,-0.001080,-0.001413,414,2024.04.19 20:30:00,1.06574,1.06546,1.07073,Positive,-0.000055,0.000321,0.000051,0.000067,414,2024.05.06 12:30:00,1.07671,1.07660,1.07208,Positive,0.000071,0.000127,0.000071,0.000106
415,2024.04.02 21:00:00,1.07553,1.07647,1.07985,Negative,0.000157,-0.001960,-0.001086,-0.001418,415,2024.04.19 20:15:00,1.06581,1.06549,1.07074,Positive,0.000016,0.000344,0.000054,0.000072,415,2024.05.06 12:25:00,1.07670,1.07659,1.07208,Positive,0.000073,0.000125,0.000070,0.000105
416,2024.04.02 20:00:00,1.07545,1.07646,1.07985,Negative,0.000057,-0.002025,-0.001095,-0.001428,416,2024.04.19 20:00:00,1.06592,1.06554,1.07075,Positive,0.000202,0.000395,0.000065,0.000086,416,2024.05.06 12:20:00,1.07670,1.07658,1.07207,Positive,0.000096,0.000129,0.000070,0.000105
417,2024.04.02 19:00:00,1.07535,1.07645,1.07986,Negative,-0.000082,-0.002095,-0.001104,-0.001438,417,2024.04.19 19:45:00,1.06597,1.06554,1.07076,Positive,0.000350,0.000426,0.000070,0.000092,417,2024.05.06 12:15:00,1.07669,1.07657,1.07206,Positive,0.000096,0.000125,0.000068,0.000103
418,2024.04.02 18:00:00,1.07524,1.07644,1.07986,Negative,-0.000264,-0.002169,-0.001114,-0.001449,418,2024.04.19 19:30:00,1.06600,1.06553,1.07077,Positive,0.000470,0.000441,0.000069,0.000091,418,2024.05.06 12:10:00,1.07668,1.07656,1.07205,Positive,0.000098,0.000121,0.000066,0.000100
419,2024.04.02 17:00:00,1.07514,1.07642,1.07987,Negative,-0.000461,-0.002238,-0.001121,-0.001457,419,2024.04.19 19:15:00,1.06598,1.06550,1.07078,Positive,0.000544,0.000438,0.000062,0.000082,419,2024.05.06 12:05:00,1.07668,1.07656,1.07204,Positive,0.000120,0.000123,0.000066,0.000100
420,2024.04.02 16:00:00,1.07506,1.07644,1.07988,Negative,-0.000695,-0.002307,-0.001127,-0.001463,420,2024.04.19 19:00:00,1.06594,1.06545,1.07079,Positive,0.000603,0.000426,0.000053,0.000070,420,2024.05.06 12:00:00,1.07668,1.07655,1.07203,Positive,0.000147,0.000124,0.000065,0.000100
421,2024.04.02 15:00:00,1.07507,1.07650,1.07988,Negative,-0.000824,-0.002335,-0.001120,-0.001451,421,2024.04.19 18:45:00,1.06588,1.06539,1.07079,Positive,0.000664,0.000412,0.000043,0.000056,421,2024.05.06 11:55:00,1.07667,1.07654,1.07202,Positive,0.000163,0.000122,0.000064,0.000098
422,2024.04.02 14:00:00,1.07508,1.07657,1.07989,Negative,-0.001003,-0.002370,-0.001114,-0.001442,422,2024.04.19 18:30:00,1.06580,1.06532,1.07080,Positive,0.000689,0.000384,0.000029,0.000038,422,2024.05.06 11:50:00,1.07666,1.07654,1.07202,Positive,0.000187,0.000120,0.000063,0.000096
423,2024.04.02 13:00:00,1.07513,1.07667,1.07990,Negative,-0.001152,-0.002386,-0.001102,-0.001424,423,2024.04.19 18:15:00,1.06569,1.06523,1.07081,Positive,0.000671,0.000342,0.000010,0.000014,423,2024.05.06 11:45:00,1.07665,1.07652,1.07201,Positive,0.000215,0.000119,0.000061,0.000095
424,2024.04.02 12:00:00,1.07521,1.07679,1.07992,Negative,-0.001292,-0.002392,-0.001086,-0.001401,424,2024.04.19 18:00:00,1.06558,1.06516,1.07081,Positive,0.000620,0.000293,-0.000010,-0.000013,424,2024.05.06 11:40:00,1.07664,1.07651,1.07200,Positive,0.000237,0.000114,0.000059,0.000092
425,2024.04.02 11:00:00,1.07535,1.07693,1.07993,Negative,-0.001343,-0.002367,-0.001060,-0.001365,425,2024.04.19 17:45:00,1.06550,1.06510,1.07082,Positive,0.000625,0.000260,-0.000025,-0.000032,425,2024.05.06 11:35:00,1.07661,1.07649,1.07199,Positive,0.000253,0.000106,0.000056,0.000088
426,2024.04.02 10:00:00,1.07546,1.07707,1.07994,Negative,-0.001496,-0.002365,-0.001041,-0.001339,426,2024.04.19 17:30:00,1.06541,1.06502,1.07083,Positive,0.000640,0.000230,-0.000039,-0.000050,426,2024.05.06 11:30:00,1.07657,1.07645,1.07198,Positive,0.000248,0.000092,0.000051,0.000081
427,2024.04.02 09:00:00,1.07565,1.07725,1.07995,Negative,-0.001536,-0.002324,-0.001010,-0.001297,427,2024.04.19 17:15:00,1.06529,1.06494,1.07084,Positive,0.000593,0.000181,-0.000059,-0.000075,427,2024.05.06 11:25:00,1.07651,1.07642,1.07197,Positive,0.000205,0.000068,0.000043,0.000071
428,2024.04.02 08:00:00,1.07585,1.07743,1.07997,Negative,-0.001543,-0.002272,-0.000975,-0.001250,428,2024.04.19 17:00:00,1.06517,1.06487,1.07084,Positive,0.000521,0.000128,-0.000079,-0.000101,428,2024.05.06 11:20:00,1.07645,1.07638,1.07196,Positive,0.000153,0.000043,0.000035,0.000061
429,2024.04.02 07:00:00,1.07603,1.07760,1.07998,Negative,-0.001598,-0.002231,-0.000944,-0.001208,429,2024.04.19 16:45:00,1.06510,1.06481,1.07085,Positive,0.000539,0.000102,-0.000091,-0.000116,429,2024.05.06 11:15:00,1.07639,1.07635,1.07195,Positive,0.000105,0.000022,0.000028,0.000053
430,2024.04.02 06:00:00,1.07624,1.07778,1.07999,Negative,-0.001612,-0.002175,-0.000909,-0.001160,430,2024.04.19 16:30:00,1.06499,1.06472,1.07086,Positive,0.000500,0.000060,-0.000107,-0.000137,430,2024.05.06 11:10:00,1.07635,1.07633,1.07194,Positive,0.000060,0.000004,0.000023,0.000046
431,2024.04.02 05:00:00,1.07644,1.07797,1.08000,Negative,-0.001655,-0.002126,-0.000875,-0.001115,431,2024.04.19 16:15:00,1.06484,1.06464,1.07087,Positive,0.000367,-0.000007,-0.000130,-0.000167,431,2024.05.06 11:05:00,1.07632,1.07631,1.07193,Positive,0.000018,-0.000011,0.000019,0.000040
432,2024.04.02 04:00:00,1.07666,1.07816,1.08001,Negative,-0.001679,-0.002069,-0.000840,-0.001067,432,2024.04.19 16:00:00,1.06475,1.06458,1.07088,Positive,0.000299,-0.000049,-0.000146,-0.000187,432,2024.05.06 11:00:00,1.07631,1.07631,1.07192,Negative,0.000006,-0.000015,0.000018,0.000039
433,2024.04.02 03:00:00,1.07688,1.07836,1.08003,Negative,-0.001716,-0.002013,-0.000805,-0.001020,433,2024.04.19 15:45:00,1.06470,1.06455,1.07089,Positive,0.000265,-0.000079,-0.000157,-0.000201,433,2024.05.06 10:55:00,1.07633,1.07633,1.07192,Positive,0.000020,-0.000012,0.000019,0.000041
434,2024.04.02 02:00:00,1.07710,1.07855,1.08004,Negative,-0.001740,-0.001950,-0.000768,-0.000971,434,2024.04.19 15:30:00,1.06466,1.06452,1.07090,Positive,0.000270,-0.000098,-0.000164,-0.000211,434,2024.05.06 10:50:00,1.07635,1.07634,1.07191,Positive,0.000049,-0.000006,0.000021,0.000045
435,2024.04.02 01:00:00,1.07732,1.07873,1.08005,Negative,-0.001768,-0.001887,-0.000732,-0.000922,435,2024.04.19 15:15:00,1.06463,1.06450,1.07091,Positive,0.000268,-0.000118,-0.000172,-0.000220,435,2024.05.06 10:45:00,1.07636,1.07634,1.07190,Positive,0.000073,-0.000002,0.000023,0.000047
436,2024.04.02 00:00:00,1.07755,1.07893,1.08006,Negative,-0.001809,-0.001825,-0.000696,-0.000874,436,2024.04.19 15:00:00,1.06462,1.06449,1.07092,Positive,0.000305,-0.000129,-0.000177,-0.000226,436,2024.05.06 10:40:00,1.07637,1.07634,1.07189,Positive,0.000102,0.000001,0.000025,0.000049
437,2024.04.01 23:00:00,1.07779,1.07913,1.08007,Negative,-0.001831,-0.001754,-0.000658,-0.000823,437,2024.04.19 14:45:00,1.06463,1.06449,1.07093,Positive,0.000390,-0.000129,-0.000178,-0.000227,437,2024.05.06 10:35:00,1.07637,1.07634,1.07189,Positive,0.000128,0.000002,0.000025,0.000050
438,2024.04.01 22:00:00,1.07806,1.07935,1.08008,Negative,-0.001828,-0.001675,-0.000618,-0.000769,438,2024.04.19 14:30:00,1.06462,1.06447,1.07094,Positive,0.000456,-0.000139,-0.000182,-0.000232,438,2024.05.06 10:30:00,1.07635,1.07632,1.07188,Positive,0.000128,-0.000005,0.000024,0.000048
439,2024.04.01 21:00:00,1.07835,1.07957,1.08009,Negative,-0.001755,-0.001577,-0.000572,-0.000708,439,2024.04.19 14:15:00,1.06456,1.06442,1.07095,Positive,0.000483,-0.000162,-0.000190,-0.000243,439,2024.05.06 10:25:00,1.07632,1.07631,1.07187,Positive,0.000105,-0.000018,0.000020,0.000044
440,2024.04.01 20:00:00,1.07866,1.07980,1.08010,Negative,-0.001680,-0.001481,-0.000528,-0.000649,440,2024.04.19 14:00:00,1.06453,1.06440,1.07096,Positive,0.000518,-0.000186,-0.000198,-0.000253,440,2024.05.06 10:20:00,1.07629,1.07629,1.07186,Positive,0.000090,-0.000028,0.000017,0.000041
441,2024.04.01 19:00:00,1.07903,1.08007,1.08012,Negative,-0.001504,-0.001361,-0.000477,-0.000582,441,2024.04.19 13:45:00,1.06447,1.06436,1.07097,Positive,0.000551,-0.000212,-0.000207,-0.000264,441,2024.05.06 10:15:00,1.07625,1.07627,1.07185,Positive,0.000048,-0.000045,0.000013,0.000035
442,2024.04.01 18:00:00,1.07942,1.08033,1.08013,Negative,-0.001219,-0.001219,-0.000420,-0.000507,442,2024.04.19 13:30:00,1.06437,1.06429,1.07098,Positive,0.000512,-0.000259,-0.000222,-0.000283,442,2024.05.06 10:10:00,1.07623,1.07626,1.07184,Negative,0.000017,-0.000056,0.000010,0.000032
443,2024.04.01 17:00:00,1.07973,1.08053,1.08014,Negative,-0.000959,-0.001098,-0.000371,-0.000442,443,2024.04.19 13:15:00,1.06426,1.06423,1.07099,Positive,0.000462,-0.000308,-0.000237,-0.000302,443,2024.05.06 10:05:00,1.07621,1.07625,1.07183,Negative,-0.000004,-0.000063,0.000009,0.000031
444,2024.04.01 16:00:00,1.07989,1.08065,1.08014,Negative,-0.000903,-0.001044,-0.000344,-0.000406,444,2024.04.19 13:00:00,1.06417,1.06418,1.07100,Positive,0.000399,-0.000358,-0.000252,-0.000321,444,2024.05.06 10:00:00,1.07621,1.07626,1.07183,Negative,-0.000017,-0.000067,0.000009,0.000031
445,2024.04.01 15:00:00,1.08002,1.08075,1.08014,Negative,-0.000907,-0.001009,-0.000323,-0.000377,445,2024.04.19 12:45:00,1.06410,1.06415,1.07101,Positive,0.000373,-0.000396,-0.000263,-0.000334,445,2024.05.06 09:55:00,1.07620,1.07625,1.07182,Negative,-0.000030,-0.000070,0.000009,0.000031
